SampleNumber MagX MagY MagZ AccX AccY AccZ GyroX GyroY GyroZ
1293 -18.45 -10.73 -95.92 0.12 -0.27 10.87 -0.29 -0.01 -0.14
1294 -18.45 -10.73 -95.92 0.24 -0.16 10.67 -0.34 0.04 -0.14
1295 -18.45 -10.73 -95.92 0.27 -0.08 10.79 -0.30 0.11 -0.19
1296 -18.18 -11.00 -96.12 0.24 -0.08 10.87 -0.24 0.12 -0.18
1297 -18.18 -11.00 -96.12 0.24 -0.04 10.79 -0.12 0.09 -0.14
1298 -18.18 -11.00 -96.12 0.27 0.04 10.83 0.03 0.07 -0.09
1299 -18.18 -11.00 -96.12 0.27 -0.20 10.83 0.17 0.07 -0.05
1300 -18.18 -11.00 -96.12 0.24 -0.24 10.87 0.21 0.08 -0.04
1301 -18.18 -11.00 -96.12 0.16 -0.31 10.87 0.16 0.07 -0.02
1302 -17.73 -11.45 -96.12 0.16 -0.43 10.75 0.09 0.05 -0.04
1303 -17.73 -11.45 -96.12 0.12 -0.39 10.75 -0.01 0.04 -0.09
1304 -17.73 -11.45 -96.12 0.16 -0.31 10.51 -0.10 0.04 -0.12
1305 -17.73 -11.45 -96.12 0.20 -0.20 10.55 -0.16 0.03 -0.13
1306 -17.73 -11.45 -96.12 0.16 -0.27 10.59 -0.14 0.01 -0.09
1307 -17.73 -11.45 -96.12 0.20 -0.20 10.79 -0.09 0.00 -0.03
1308 -17.73 -11.45 -96.12 0.24 -0.12 10.63 -0.02 0.01 -0.00
1309 -17.64 -11.27 -96.12 -0.08 -0.04 10.79 0.05 0.01 0.02
1310 -17.64 -11.27 -96.12 0.12 -0.04 10.75 0.12 0.01 0.04
1311 -17.64 -11.27 -96.12 0.04 -0.12 10.79 0.12 0.01 0.04
1312 -17.64 -11.27 -96.12 0.16 -0.12 10.71 0.14 0.01 0.03
1313 -17.64 -11.27 -96.12 0.12 -0.20 10.51 0.12 0.02 -0.00
1314 -17.64 -11.27 -96.12 0.16 -0.24 10.79 0.06 0.01 -0.03
1315 -17.64 -11.73 -96.22 0.08 -0.31 10.63 0.02 0.01 -0.05
1316 -17.64 -11.73 -96.22 0.20 -0.27 10.63 -0.02 0.00 -0.08
1317 -17.64 -11.73 -96.22 0.27 -0.35 10.71 -0.09 -0.01 -0.09
1318 -17.64 -11.73 -96.22 0.24 -0.27 10.98 -0.09 -0.01 -0.06
1319 -17.64 -11.73 -96.22 0.16 -0.24 10.83 -0.06 0.00 -0.02
1320 -17.64 -11.73 -96.22 0.12 -0.24 10.87 -0.04 0.02 -0.00
1321 -17.64 -11.55 -96.02 0.27 -0.12 10.98 -0.03 0.03 0.00
1322 -17.64 -11.55 -96.02 0.24 -0.08 10.87 -0.02 0.04 0.02
1323 -17.64 -11.55 -96.02 0.27 -0.16 10.87 0.02 0.05 0.03
1324 -17.64 -11.55 -96.02 0.31 -0.24 10.87 0.07 0.04 0.03
1325 -17.64 -11.55 -96.02 0.31 -0.12 10.94 0.07 0.04 -0.00
1326 -17.64 -11.55 -96.02 0.31 -0.24 10.79 0.04 0.06 -0.01
1327 -17.64 -11.55 -96.02 0.27 -0.35 10.75 0.01 0.06 0.01
1328 -17.73 -11.55 -95.71 0.27 -0.27 10.59 -0.04 0.05 0.00
1329 -17.73 -11.55 -95.71 0.27 -0.31 10.63 -0.04 0.05 -0.04
1330 -17.73 -11.55 -95.71 0.20 -0.31 10.71 -0.12 0.05 -0.02
1331 -17.73 -11.55 -95.71 0.20 -0.20 10.71 -0.19 0.04 -0.01
1332 -17.73 -11.55 -95.71 0.16 -0.16 10.75 -0.20 0.03 -0.02
1333 -17.73 -11.55 -95.71 0.16 -0.08 10.79 -0.19 0.02 -0.04
1334 -17.36 -11.00 -96.43 0.08 -0.16 10.67 -0.14 0.03 -0.04
1335 -17.36 -11.00 -96.43 0.08 -0.16 10.71 -0.08 0.05 -0.02
1336 -17.36 -11.00 -96.43 0.12 -0.27 10.71 0.00 0.05 -0.02
1337 -17.36 -11.00 -96.43 0.08 -0.31 10.59 0.05 0.04 -0.00
1338 -17.36 -11.00 -96.43 0.12 -0.43 10.71 0.02 0.04 -0.00
1339 -17.36 -11.00 -96.43 0.08 -0.35 10.83 -0.05 0.03 -0.03
1340 -17.36 -11.00 -96.43 0.08 -0.39 10.71 -0.12 0.01 -0.04
1341 -17.45 -11.27 -96.22 0.16 -0.43 10.67 -0.15 0.00 -0.02
1342 -17.45 -11.27 -96.22 0.04 -0.39 10.75 -0.13 0.01 0.01
1343 -17.45 -11.27 -96.22 0.04 -0.24 10.63 -0.16 0.02 0.01
1344 -17.45 -11.27 -96.22 0.08 -0.16 10.67 -0.18 0.03 -0.02
1345 -17.45 -11.27 -96.22 0.08 -0.08 10.83 -0.18 0.03 -0.03
1346 -17.45 -11.27 -96.22 0.08 -0.16 10.83 -0.15 0.02 -0.03
1347 -17.36 -11.00 -96.22 0.12 -0.16 10.79 -0.07 0.01 -0.02
1348 -17.36 -11.00 -96.22 0.16 -0.24 10.75 0.01 0.01 -0.01
1349 -17.36 -11.00 -96.22 0.31 -0.39 10.71 0.01 0.02 -0.01
1350 -17.36 -11.00 -96.22 0.24 -0.31 10.75 0.01 0.03 0.02
1351 -17.36 -11.00 -96.22 0.20 -0.39 10.71 0.02 0.03 0.02
1352 -17.36 -11.00 -96.22 0.24 -0.55 10.79 0.08 0.03 0.06
1353 -17.36 -11.00 -96.22 0.31 -0.39 10.59 0.11 0.01 0.08
1354 -17.45 -11.27 -96.12 0.31 -0.31 10.75 0.10 0.01 0.06
1355 -17.45 -11.27 -96.12 0.31 -0.31 10.79 0.04 0.01 0.06
1356 -17.45 -11.27 -96.12 0.27 -0.39 10.63 -0.03 0.01 0.02
1357 -17.45 -11.27 -96.12 0.31 -0.31 10.90 -0.10 -0.00 -0.01
1358 -17.45 -11.27 -96.12 0.31 -0.27 10.83 -0.12 -0.02 -0.03
1359 -17.45 -11.27 -96.12 0.24 -0.31 10.90 -0.12 -0.02 -0.04
1360 -17.64 -11.00 -96.12 0.24 -0.27 10.90 -0.07 -0.00 -0.03
1361 -17.64 -11.00 -96.12 0.31 -0.27 11.02 -0.05 0.02 -0.02
1362 -17.64 -11.00 -96.12 0.24 -0.27 11.06 -0.03 0.04 -0.00
1363 -17.64 -11.00 -96.12 0.31 -0.27 10.90 -0.01 0.05 0.02
1364 -17.64 -11.00 -96.12 0.24 -0.24 10.75 -0.02 0.05 0.04
1365 -17.64 -11.00 -96.12 0.20 -0.35 10.83 -0.03 0.05 0.05
1366 -17.64 -10.82 -96.12 0.24 -0.31 10.59 -0.05 0.05 0.04
1367 -17.27 -10.82 -96.12 0.20 -0.35 10.71 -0.08 0.05 0.03
1368 -17.27 -10.82 -96.12 0.20 -0.35 10.67 -0.09 0.04 0.00
1369 -17.27 -10.82 -96.12 0.08 -0.39 10.75 -0.09 0.04 0.00
1370 -17.27 -10.82 -96.12 0.12 -0.39 10.43 -0.09 0.04 0.00
1371 -17.27 -10.82 -96.12 0.12 -0.35 10.43 -0.10 0.03 -0.01
1372 -17.27 -10.82 -96.12 0.12 -0.39 10.71 -0.13 0.02 -0.02
1373 -17.64 -10.82 -96.33 0.16 -0.39 10.63 -0.13 0.00 -0.00
1374 -17.64 -10.82 -96.33 0.04 -0.43 10.79 -0.12 0.00 -0.00
1375 -17.64 -10.82 -96.33 0.16 -0.55 10.59 -0.13 0.01 -0.01
1376 -17.64 -10.82 -96.33 0.12 -0.43 10.59 -0.13 0.02 -0.02
1377 -17.64 -10.82 -96.33 0.24 -0.47 10.59 -0.13 0.02 -0.04
1378 -17.64 -10.82 -96.33 0.24 -0.35 10.63 -0.14 0.01 -0.03
1379 -17.27 -10.36 -96.12 0.31 -0.55 10.59 -0.15 0.00 -0.03
1380 -17.27 -10.36 -96.12 0.20 -0.43 10.59 -0.16 -0.00 -0.02
1381 -17.27 -10.36 -96.12 0.24 -0.43 10.63 -0.16 -0.01 -0.02
1382 -17.27 -10.36 -96.12 0.20 -0.47 10.79 -0.19 -0.02 -0.02
1383 -17.27 -10.36 -96.12 0.20 -0.51 10.79 -0.21 -0.02 -0.06
1384 -17.27 -10.36 -96.12 0.27 -0.71 10.79 -0.17 -0.02 -0.05
1385 -17.27 -10.36 -96.12 0.27 -0.59 10.75 -0.12 -0.02 -0.05
1386 -17.73 -10.09 -96.84 0.31 -0.71 10.83 -0.13 -0.01 -0.06
1387 -17.73 -10.09 -96.84 0.31 -0.75 10.83 -0.11 -0.00 -0.04
1388 -17.73 -10.09 -96.84 0.35 -0.75 10.75 -0.09 -0.00 -0.02
1389 -17.73 -10.09 -96.84 0.35 -0.67 10.83 -0.13 -0.00 -0.03
1390 -17.73 -10.09 -96.84 0.24 -0.63 10.87 -0.17 0.01 -0.03
1391 -17.73 -10.09 -96.84 0.31 -0.67 10.90 -0.18 0.01 -0.03
1392 -17.55 -10.00 -96.43 0.31 -0.67 10.94 -0.16 0.01 0.00
1393 -17.55 -10.00 -96.43 0.20 -0.63 10.75 -0.10 0.02 0.01
1394 -17.55 -10.00 -96.43 0.24 -0.71 10.87 -0.01 0.03 0.05
1395 -17.55 -10.00 -96.43 0.39 -0.67 10.90 -0.01 0.03 0.07
1396 -17.55 -10.00 -96.43 0.31 -0.63 10.59 0.07 0.04 0.07
1397 -17.55 -10.00 -96.43 0.31 -0.59 10.63 0.08 0.04 0.07
1398 -17.45 -9.82 -96.43 0.31 -0.55 10.59 0.05 0.03 0.09
1399 -17.45 -9.82 -96.43 0.31 -0.63 10.63 0.01 0.02 0.06
1400 -17.45 -9.82 -96.43 0.39 -0.67 10.87 -0.05 0.01 0.04
1401 -17.45 -9.82 -96.43 0.24 -0.51 10.79 -0.06 0.01 0.04
1402 -17.45 -9.82 -96.43 0.20 -0.59 10.55 -0.05 0.01 0.03
1403 -17.45 -9.82 -96.43 0.27 -0.67 10.71 -0.03 0.02 0.04
1404 -17.45 -9.82 -96.43 0.27 -0.63 10.79 0.01 0.04 0.05
1405 -17.55 -10.09 -96.22 0.27 -0.59 10.75 0.01 0.03 0.05
1406 -17.55 -10.09 -96.22 0.27 -0.63 10.63 -0.05 0.03 0.01
